prolific_id,startdate_wave1,enddate_wave1,duration_wave1,consent_given_wave1,worry_wave1,chosen_emotion_wave1,anger_wave1,disgust_wave1,fear_wave1,anxiety_wave1,sadness_wave1,happiness_wave1,relaxation_wave1,desire_wave1,text_long_wave1,timing_textlong_firstclick_wave1,timing_textlong_lastclick_wave1,timing_textlong_submit_wave1,timing_textlong_nclicks_wave1,text_short_wave1,timing_textshort_firstclick_wave1,timing_textshort_lastclick_wave1,timing_textshort_submit_wave1,timing_textshort_nclicks_wave1,self_rating_general_wave1,self_rating_short_wave1,self_rating_long_wave1,twitter_general_often_wave1,twitter_tweet_often_wave1,twitter_participate_often_wave1,eng_native_wave1,ntok_long_wave1,nchar_long_wave1,ntok_short_wave1,nchar_short_wave1,cld_lang_long_wave1,cld_lang_short_wave1,id_wave1,n_punct_wave1,prop_punct_wave1,session_id_wave1,status_wave1,started_datetime_wave1,completed_date_time_wave1,time_taken_wave1,age_wave1,num_approvals_wave1,num_rejections_wave1,prolific_score_wave1,reviewed_at_datetime_wave1,entered_code_wave1,Country of Birth_wave1,Current Country of Residence_wave1,Employment Status_wave1,First Language_wave1,Nationality_wave1,Sex_wave1,Student Status_wave1,wave_wave1,startdate_wave2,enddate_wave2,duration_wave2,consent_given_wave2,worry_wave2,chosen_emotion_wave2,anger_wave2,disgust_wave2,fear_wave2,anxiety_wave2,sadness_wave2,happiness_wave2,relaxation_wave2,desire_wave2,text_long_wave2,timing_textlong_firstclick_wave2,timing_textlong_lastclick_wave2,timing_textlong_submit_wave2,timing_textlong_nclicks_wave2,text_short_wave2,timing_textshort_firstclick_wave2,timing_textshort_lastclick_wave2,timing_textshort_submit_wave2,timing_textshort_nclicks_wave2,self_rating_general_wave2,self_rating_short_wave2,self_rating_long_wave2,twitter_general_often_wave2,twitter_tweet_often_wave2,twitter_participate_often_wave2,eng_native_wave2,ntok_long_wave2,nchar_long_wave2,ntok_short_wave2,nchar_short_wave2,cld_lang_long_wave2,cld_lang_short_wave2,id_wave2,n_punct_wave2,prop_punct_wave2,session_id_wave2,status_wave2,started_datetime_wave2,completed_date_time_wave2,time_taken_wave2,age_wave2,num_approvals_wave2,num_rejections_wave2,prolific_score_wave2,reviewed_at_datetime_wave2,entered_code_wave2,Country of Birth_wave2,Current Country of Residence_wave2,Employment Status_wave2,First Language_wave2,Nationality_wave2,Sex_wave2,Student Status_wave2,wave_wave2,anger_delta,anxiety_delta,desire_delta,disgust_delta,fear_delta,happiness_delta,relaxation_delta,sadness_delta,worry_delta,cluster,cluster_name,joint_id
anonymised_1337,2020-04-06 09:22:02,2020-04-06 09:28:45,402,Yes,6,Anxiety,2,1,2,6,3,4,3,3,"I think not enough was done at the beginning because people weren't aware of how bad it would get. More testing and contact tracing needs done to be able to know where the virus is. 
It's annoying because people aren't following the rules to stay at home and not see people who aren't in their household.
I cant see my boyfriend and rest of my family for who knows how long and loads of people are still out acting as if everything is normal.

There is a constant flow of news about the whole situation which has been giving me some anxiety so i've been trying to not look at the stream of news and information throughout the day and its helping.

I am classed as a key worker and have been provided with some protective gear but the people i work with aren't bothered about wearing it.",2.484,174.712,295.099,12,Everyone stay at home and follow the governments advice and guidelines so we can get this under control and lockdown wont be lasting months on end,4.707,5.161,32.526,2,7,6,7,9,2,3,Yes,154,786,26,146,en,en,81,12,0.02,5e8b49144d2e4200086534c8,APPROVED,2020-04-06 15:22:00.804000,2020-04-06 15:28:47.687000,406.883,25,40,1,99,2020-04-07 09:40:59.935000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave1,2021-03-23 05:44:18,2021-03-23 05:50:20,361,Yes,4,Anxiety,1,1,2,3,1,1,1,1,"I feel that the situation is slightly improving, with the lockdown and vaccinations. However it is annoying when out on essential purposes and seeing groups of people,  or people not wearing their masks (at all or properly) or not following the rules. I feel that the situation will get worse again when lockdown is relaxed as the numbers are still very high. I also feel some anxiety for the future as we don't know how long the vaccination immunity will last and what will happen in general.

I feel that covid will be around for a long time and it's been a year today since the first lockdown began and I still don't feel like the world is in any better of a place.",2.906,230.833,231.462,8,Wish people would follow the rules so covid will spread less. The numbers here are still way too high.,6.287,6.287,45.792,1,5,5,9,8,2,1,Yes,133,668,21,102,en,en,1680,12,0.02,60461a1947361504381fe4d1,RETURNED,2021-03-08 12:46:00.066000,"",2017593.344432,26,165,1,99,"","",CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,wave2,-1,-3,-2,0,0,-3,-2,-2,-2,1,resignation,1337
anonymised_1338,2020-04-06 12:08:47,2020-04-06 12:16:20,452,Yes,7,Anxiety,2,2,3,8,2,5,4,1,I am feeling particularly anxious at the present moment at the prospect of having to shop for groceries tomorrow. I have tried to get an online delivery and can't and that is frustrating. I have chronic health challenges and don't feel good about going into a store around more people than I have been around in a fortnight. It is scary and intimidating. I don't like shopping in store at the best of times and this feels intense. I resent the people panic buying and making everything so much harder than it needs to be.,34.633,171.908,173.157,10,"I don't want to go to the supermarket but I can't get a delivery and with three adults in the household and dwindling food supplies, my hand is being forced. I am genuinely afraid and uncomfortable at the prospect.",18.757,87.105,87.464,3,7,7,8,8,7,7,Yes,101,521,42,214,en,en,1234,9,0.02,5e8b700195550b0396f67254,APPROVED,2020-04-06 18:08:18.825000,2020-04-06 18:16:27.402000,488.577,39,42,0,100,2020-04-07 10:02:16.961000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave1,2021-03-07 15:54:07,2021-03-07 16:06:11,724,Yes,7,Anxiety,7,7,6,8,7,7,5,5,"I am worried but hopeful about the rollout of the vaccine. I am still anxious about being around others and in public places. I have been working from home and self -employed and scraping by but after some big expenses last month I have to get a job for the time being. I am scared about what that might mean for my health as I am vulnerable.

 I am angry at the government for using the crisis to enrich their friends and families and I am angry that they are pitting the UK population against the NHS wrt the 1% """"pay rise."""" All these things are linked. We could have had any government to see us through this crisis but we had the most incompetent and corrupt one imaginable. I feel shame and anger.",51.88,339.555,397.576,6,"If only we could have had a competent, caring government then this could have been over months ago. Instead we have 130 000 deaths and counting. Shame on this government and shame on those still supporting them. We deserve better #GTTO #ToriesOut #NHSPayRise #NHS ",3.256,162.685,163.58,5,7,7,7,8,7,7,Yes,147,703,48,264,en,en,1267,14,0.02,6045598c709c76677e273ad4,APPROVED,2021-03-07 22:54:04.872000,2021-03-07 23:06:19.363000,734.491,40,159,2,100,2021-03-12 13:50:32.811000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave2,5,0,4,5,3,2,1,5,0,1,resignation,1338
anonymised_1339,2020-04-06 12:42:59,2020-04-06 12:50:55,475,Yes,9,Anxiety,5,2,9,9,8,2,2,2,"I feel scared and anxious about what is going to happen of the next couple of, weeks even month. The unknown is worrying to me. I feel angry towards the people who are not listening to the government ruled as they are selfish. I am extremely thankful for the NHS for helping everyone who needs it in this awful time. Being a key worker myself, going to work (in a nursery) makes me anxious as I don’t know what germs I’m coming in contact with, no matter how much I was my hands and use the appropriate PPE.",3.839,123.924,225.474,12,"I am scared of what is happening at the moment, why is there people not listening to the government? You are completely selfish and need to start following the social distancing and staying at home rules to stop the spread of Covid19, and to support the NHS to protect them too",11.032,11.032,83.606,1,7,4,9,9,1,1,Yes,108,507,54,277,en,en,1665,12,0.02,5e8b783052e571040687130e,APPROVED,2020-04-06 18:42:58.325000,2020-04-06 18:50:58.120000,479.795,19,34,0,100,2020-04-07 10:09:42.538000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-10 08:01:09,2021-03-10 08:08:43,453,Yes,3,Sadness,6,5,3,6,9,2,4,2,"I’m feeling angry at the people who are not following the rules, I want it all to be over and back to normal again, I’m just fed up with not being able to see my friends and family properly and when there are people breaking the rules and doing whatever they like its just a massive slap in the face.
I am feeling happy with the fact vaccines are being given out and how quick its all happening, I hope that this give us more freedom in the next couple of months and hopefully start seeing some ‘normality’ coming back into our lives.",38.078,137.415,193.101,8,"I just want to see my friends and family normally again, is that too much to ask 😭 i hate seeing people not following the rules when me and so many others are doing all we can to stick to the rules to try and get everyone out of this awful situation ",35.23,102.14,103.08,6,8,8,9,9,3,2,Yes,110,534,53,250,en,en,1455,9,0.02,6048df2e73e2248cb3903f4f,APPROVED,2021-03-10 15:01:07.404000,2021-03-10 15:08:45.629000,458.225,20,56,1,99,2021-03-12 13:55:12.361000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave2,1,-3,0,3,-6,0,2,1,-6,2,wellcoping,1339
anonymised_1340,2020-04-06 11:14:44,2020-04-06 11:23:49,544,Yes,7,Sadness,6,3,7,6,8,1,4,2,"I feel quite worried because my mum would be considered falling under the category of at risk. I myself would too as I have asthma however, I am more concerned for her than myself. I therefore will be working from home for at least twelve weeks regardless of lockdown rules which I do not mind so much but as someone that struggles with mental health issues and lives in a small flat, I am concerned that in perhaps a months time my mood will decline significantly. The sense of community I have seen online and on the news is encouraging and welcoming however, and gives me slightly more hope in a more loving, caring society after the severity of this situation calms down.",4.434,181.853,226.549,12,"The current situation is one that is worrying mainly because it exposes the biological frailty of human beings and worrying ethically because it tests the foundations of society. It is an extremely sad event in human history and one which I hope at least, teaches humanity lessons",7.382,108.922,109.489,7,3,2,5,9,6,7,Yes,131,675,49,280,en,en,937,8,0.01,5e8b61c231b26602821e2a10,APPROVED,2020-04-06 17:14:41.681000,2020-04-06 17:23:51.315000,549.634,24,72,0,100,2020-04-07 09:55:06.036000,45CBCD80,United Kingdom,United Kingdom,Due to start a new job within the next month,English,United Kingdom,Male,No,wave1,2021-03-06 08:58:44,2021-03-06 09:03:22,278,Yes,3,Anxiety,4,5,5,6,5,2,4,2,"I feel like there is reason to now be optimistic. I feel like we, as a society, need to learn the valuable lessons covid has taught us such as proper hygeine and social cohesion. The vaccines have given hope to many that there is light at the end of the tunnel. However I still think we will have restrictions globally by the end of 2021. For that reason I do not want to be overly optimistic as we are not going back to normal quite yet and things could change for the worse pretty quickly e..g vaccine supply issues, new variants etc.",2.434,134.139,140.383,12,This Corona situation has now become exhausting and boring to deal with.,3.029,5.383,25.266,2,5,6,8,8,3,6,Yes,113,536,13,72,en,en,1054,10,0.02,6043a6af5042bc3830ed4068,APPROVED,2021-03-06 15:58:42.752000,2021-03-06 16:03:25.842000,283.09,25,265,0,100,2021-03-12 13:45:12.471000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave2,-2,0,0,2,-2,1,0,-3,-4,2,wellcoping,1340
anonymised_1341,2020-04-06 12:03:34,2020-04-06 12:12:09,514,Yes,6,Anxiety,2,1,4,6,3,4,3,2,"I am concerned about those with underlying health conditions and the strain on the NHS at present. I feel that not enough is being done to enforce social distancing and some members of the public are ignoring the rules which makes me feel angry. I am worried that it will take a long time for the economy to recover from this and will lead us into terrible debt and the loss of many businesses to enter into administration. At present, it has taught me how fragile our infrastructure is in the UK and that it could happen again at any time with more viruses.
",5.616,267.731,293.498,34,It is a worrying time for all. Do as the government advises and help to save more lives. We don't know how long this will go on for if not.,9.67,15.846,87.084,4,2,3,6,3,2,2,Yes,109,559,33,139,en,en,1162,5,0.01,5e8b6ef4d9b1140340fcd4ab,APPROVED,2020-04-06 18:03:32.905000,2020-04-06 18:12:11.053000,518.148,34,76,0,100,2020-04-07 10:00:51.713000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-06 04:51:57,2021-03-06 04:59:18,439,Yes,4,Sadness,2,1,1,4,7,1,3,6,"I am becoming tired of the mundane and the loneliness the pandemic has caused. I am pessimistic that things will get back to normal any time soon and as I love to travel this will be difficult.
As I am disabled and not able to leave the house often even before covid it is affecting my mental health more. I feel quite trapped in my own home. This becomes very boring and isolating and means I have been unable to do the things that I love. I am concerned about my financial wellbeing as the government makes cuts to benefits that I rely on.",3.302,230.527,232.027,19,Feeling isolated and worried for the future. I can't wait for things to return to normal,32.64,58.528,77.682,4,3,4,6,7,2,3,Yes,110,541,17,88,en,en,963,6,0.01,60436cd4294e1e317caed6ff,APPROVED,2021-03-06 11:51:56.566000,2021-03-06 11:59:20.395000,443.829,35,275,1,100,2021-03-12 13:41:17.792000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave2,0,-2,4,0,-3,-3,0,4,-2,1,resignation,1341
anonymised_1342,2020-04-06 09:31:37,2020-04-06 09:37:49,371,Yes,6,Anxiety,2,2,2,5,2,3,4,1,"I feel quite relaxed and secure regarding my personal situation but my anxiety stems from my partner losing his job as the company he works for has filed for bankruptcy and also I feel that there is a minority of people who are not paying enough attention to the social distancing recommendations and staying at home unless it is essential they leave their homes.
Also at the moment, no one in my close family or friends has suffered any severe effects of Coronavirus so I do not (yet) feel personally affected by it.  I am doing all I can though to socially distance myself from everyone outside of my household which only includes myself and my partner.",1.205,95.843,156.876,4,Could not be more grateful to all of the NHS and frontline staff and key workers keeping our country going through this troubling time.  Please #stayhome #staysafe,4.55,80.245,102.928,3,7,7,8,7,5,3,Yes,123,655,28,163,en,en,130,6,0.01,5e8b4b552753c8000a8867e1,APPROVED,2020-04-06 15:31:35.586000,2020-04-06 15:37:52.170000,376.584,41,55,0,100,2020-04-07 09:41:57.279000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-08 10:39:26,2021-03-08 10:46:20,414,Yes,7,Sadness,4,3,4,6,7,3,5,2,"I feel that we should all still be taking it very seriously and doing all we can to ensure there isn't yet another wave, stronger than the last.  We have a responsibility to ourselves, our families, our friends, and others to do everything we can to stop the spread of the virus and protect our national health service who have just been heroes throughout the past year (and longer).  I miss my family and friends and I look forward to a time when we can socialise with them again, whether that is indoors or outdoors.  I look forward to being able to visit family and friends and have dinners and most of all I look forward to being able to hug my nearest and dearest.  I am also getting married next year and so I am looking forward to being able to go dress shopping with my mum and my bridesmaids.",2.005,93.616,153.36,2,"Please keep being sensible & responsible. Please stay safe, stay home as much as you can, protect yourself, your loved ones & our NHS. We haven't beaten this yet, but we are doing our best to win, & we have to stay vigilant. Stay physically distant, let's beat the virus together",3.736,152.465,156.409,15,7,7,7,6,3,2,Yes,163,801,60,279,en,en,1372,13,0.02,604661494dc9bd0009e0d97d,APPROVED,2021-03-08 17:39:25.122000,2021-03-08 17:46:25.932000,420.81,42,211,0,100,2021-03-12 13:53:12.380000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave2,2,1,1,1,2,0,1,5,1,1,resignation,1342
anonymised_1343,2020-04-06 13:01:48,2020-04-06 13:11:01,552,Yes,6,Anxiety,3,1,6,9,7,2,2,3,"I’m feeling very restless with no energy to do anything but mentally feeling geared up to wanting to get back to normal and feeling trapped that I can’t. I’m upset that I can’t go to work, I feel very distant from everyone as I’m not so good at talking through text and phone calls, the way I’m better a socialising is to be around people face to face. I feel very anxious when I go to the shop. I’m worried about what the future holds and how long it will go on. I’m feeling very lonely not being able to see my boyfriend, this is causing tension and problems which is adding onto the anxiety. I’m worrying about my job and how busy they will be and how the people I help will be having a harder time to speak to someone. ",4.354,266.289,325.795,28,"After the worst start to a year I’ve ever had, I was told things can’t possibly get any worse. Enter: COVID-19. ",2.528,68.746,70.022,12,4,1,4,9,2,2,Yes,151,723,25,112,en,en,1901,18,0.02,5e8b7c972d216706172cce26,APPROVED,2020-04-06 19:01:46.823000,2020-04-06 19:11:03.473000,556.65,31,58,0,100,2020-04-07 10:13:38.423000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-06 02:26:09,2021-03-06 02:35:25,555,Yes,2,Anxiety,5,3,2,6,4,2,4,1,"I don’t feel worried about catching coronavirus or anyone around me catching it anymore. I’m now more annoyed at how it has gone on for so long and how the government have dealt with it. I feel fed up of being stuck indoors and not having any motivation to do anything, I’m sick of wearing masks, I’m sick of other people not wearing masks. I don’t believe anyone is exempt, as it doesn’t hinder anything as it’s constantly plastered all over yet they’re allowing those who can’t be bothered a get out card making the rest of us sheep to carry on regardless, proving it is a joke. It’s been a complete farce from the start and the only thing I can say about how I feel is just fed up. Completely fed up. ",3.052,359.143,375.574,38,Sick of all this now. Will it ever be over? ,5.807,27.838,44.014,5,5,1,6,8,2,2,Yes,144,704,12,44,en,en,869,20,0.03,60434aa9b387432cf6768b09,APPROVED,2021-03-06 09:26:06.125000,2021-03-06 09:35:27.441000,561.316,31,367,1,100,2021-03-12 13:35:24.813000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave2,2,-3,-2,2,-4,0,2,-3,-4,2,wellcoping,1343
anonymised_1344,2020-04-06 10:08:18,2020-04-06 10:16:18,479,Yes,9,Sadness,3,8,7,7,9,4,3,3,"I am angry and disgusted about people who don’t adhere to the rules and don’t seem to care. I’m fearful about my mum who has to work on the frontline as a medical professional (I would rather she was at home). Everything makes me feel more anxious than usual, in particular the sound of emergency service sirens makes me very uncomfortable and I don’t know why. I’m still working (from home) but struggling to focus. Sadness is high for me, mainly in the economic side, I keep worrying how many suicides coronavirus will cause due to economic impact and it makes me very sad, also who gives spare change now to the homeless? That is very sad I think ",4.289,119.16,237.189,6,#hottake People that disregard social distancing rules should be disqualified from any government monetary help,25.948,78.367,81.053,7,7,5,7,7,5,3,Yes,132,650,15,111,en,en,378,18,0.03,5e8b53ee5fb4cf010ff7692e,APPROVED,2020-04-06 16:08:15.867000,2020-04-06 16:16:20.481000,484.614,26,12,1,99,2020-04-07 09:46:21.812000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave1,2021-03-14 18:23:18,2021-03-14 18:30:24,426,Yes,1,Anger,8,8,3,7,6,5,3,7,"Bored, if this had been an option I’d have picked bored! I am angry and disgusted at how the U.K. government handled it ands to handle it. I desperately desire the vaccine 
I am not dearly if covid as much right now but I am quite scared of the wider implications, for example Non emergency medical care that was pushed back, the effect on children being out of school. Whilst I desire greatly to be able to go out eat/drink/hang out with my specific friends, I feel really anxious socially, i don’t think I will enjoy big crowds and people I don’t know ",4.936,199.459,212.233,10,"Shove Boris, Rishi and Patel off a bridge",8.749,81.744,86.046,5,9,6,7,9,6,3,Yes,116,554,9,41,en,it,1569,15,0.03,604ea8f0c7faaf3a43d0ccb2,APPROVED,2021-03-15 00:23:16.780000,2021-03-15 00:30:26.882000,430.102,27,46,2,96,2021-03-22 23:34:12.472000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No,wave2,5,0,4,0,-4,1,0,-3,-8,2,wellcoping,1344
anonymised_1345,2020-04-06 10:29:53,2020-04-06 10:37:25,452,Yes,7,Anxiety,4,6,7,9,7,1,1,2,"I am anxious about not knowing when I will able to see my family and friends next especially as its getting boring having been in the house all the time. Moreover, I am frustrated that having invested emotionally and financially into going into the travel industry just before the virus struck its going to be a long time before I see any sort of benefits materialise. Furthermore, I miss watching sport a great deal as its a release from the norm of life and so cannot wait for that to return which will mean hopefully normality is on its way as well. ",1.278,136.304,181.372,12,Would do anything to be able to go and have a pint with my mates in a beer garden right now and watch live sport in the sun #frustrated #missbeerandsport #stayathome #wewillgethroughthistogether,5.046,131.966,145.744,7,6,6,7,6,2,2,Yes,107,553,32,194,en,en,528,5,0.01,5e8b58fcc1db7401cd06d0f1,APPROVED,2020-04-06 16:29:50.908000,2020-04-06 16:37:31.106000,460.198,31,67,0,100,2020-04-07 09:49:01.443000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave1,2021-03-06 03:15:09,2021-03-06 03:22:26,437,Yes,6,Sadness,4,4,6,6,7,5,6,6,"I feel sad that they I have not been able to see my girlfriend because of the restrictions in international travel and that I set out to go in the holiday industry and that has been decimated. However i also feel appreciative that I managed to get a job during the time and overall am a lot better off than a lot of people so always need to remember that there people worse off. As long as I remain philosophical about the situation as a whole then I believe that I will be ok, the moment I feel sorry for myself will not be a good day. ",53.365,199.996,204.221,4,Overwhelming feeling of sadness that people have been separated and that the natural feeling of being sociable as humans has been prevented over the last year. Hopefully soon normality will soon be upon us and we can get back to living our lives as we wanted. ,6.123,119.163,125.799,7,5,4,6,5,1,2,Yes,111,537,48,260,en,en,909,4,0.01,604356299743df2fe0752da7,APPROVED,2021-03-06 10:15:08.515000,2021-03-06 10:22:29.972000,441.457,32,361,1,100,2021-03-12 13:37:58.316000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave2,0,-3,4,-2,-1,4,5,0,-1,2,wellcoping,1345
anonymised_1346,2020-04-06 12:00:55,2020-04-06 12:05:22,266,Yes,7,Anxiety,2,2,6,8,2,3,4,8,"I'm anxious as I have family members that would be affected greatly if they were to contract the virus. I'm also struggling to find the supplies for food and pet supplies in general, as deliveries are being delayed and I can't leave the house due to symptoms, and I am required to self-isolate for at least 14 days, but if my symptoms continue I will be stuck in the house for longer. I think the government should've acted sooner as a prevention method instead of reacting to the virus's spread, as preemptive measures would've been more effective.",3.67,143.94,145.808,7,"I'm honestly stressing out about finding enough supplies for my pets above all, I have deliveries scheduled from supermarkets but I don't know how I'm gonna get my pet bedding and food sent. #stressed",5.119,5.119,51.057,1,7,6,8,8,6,7,Yes,104,549,36,200,en,en,1044,14,0.03,5e8b6e53193f3c040c40beb2,APPROVED,2020-04-06 18:00:53.300000,2020-04-06 18:05:24.414000,271.114,21,72,0,100,2020-04-07 09:59:42.289000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave1,2021-03-07 07:32:01,2021-03-07 07:37:38,337,Yes,6,Sadness,5,2,6,6,8,4,4,6,"I feel sad for all of the time that has been lost due to the situation, and I feel pretty anxious most of the time due to multiple close family members being high-risk. Seeing people in my life and online dismiss the severity of the virus makes me feel hopeless and angry, as it feels like no matter how careful me and others in my family are, we are still at risk due to other's behaviours. Things are looking to get better however, as some of my family members have already received the first dose of the vaccine, and are close to getting the second dose. ",3.701,183.921,198.184,5,"If people actually listened to lockdown restrictions and mask guidelines, we would be in a much better situation at the moment. Countries with populations that care for each other and competent governments look at us and laugh.",5.545,55.942,57.652,3,6,4,5,8,3,4,Yes,114,558,40,227,en,en,1170,10,0.02,6044e3dc3e7869590dffe595,APPROVED,2021-03-07 14:32:00.087000,2021-03-07 14:37:40.744000,340.657,22,267,0,100,2021-03-12 13:48:20.037000,45CBCD80,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Male,No,wave2,3,-2,-2,0,0,1,0,6,-1,1,resignation,1346
anonymised_1347,2020-04-06 11:03:25,2020-04-06 11:11:57,511,Yes,7,Anxiety,8,7,7,9,4,3,1,1,"I feel Very confused and stressed. I don’t know what’s going to happen about my mortgage or my rent payments or how to pay all the bills when my job has cut my pay and hours, though I still have to go in. I was also supposed to be starting a new teaching job in September and gaining some in class experience by viewing the current class sessions with their teacher, find out what levels they’re at, how they teach, the schools dialling system etc. I’m also upset about my current job and if about my school will  reopen. I haven’t been able to give the children s proper send off or say goodbye as I won’t still be there in September. Some of the children are experiencing loss and I can’t be there for them which also upsets me. I’m confused and anxious as we have no idea what’s going on or what to compare this to. I’m also angry that people still aren’t obiding by the rules enforced. Also, nothing is more irritating than being isolated with a lazy partner and a screaming 3 year old that doesn’t understand why we can’t go outside. ",1.398,277.487,310.991,46,"I feel confused and anxious, as I’m sure many do. We have an uncertain future and present and it’s worrying, money, jobs, mental health are just some of the conecerns we all have and don’t know how to cope with. Not being able to go anywhere or do anything is draining. ",2.845,15.625,72.949,5,9,9,9,4,1,1,Yes,210,1039,58,270,en,en,832,27,0.03,5e8b60daf42a4d022da7a8d8,APPROVED,2020-04-06 17:03:23.502000,2020-04-06 17:11:58.699000,515.197,22,25,1,100,2020-04-07 09:54:25.044000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No,wave1,2021-03-06 04:56:05,2021-03-06 05:04:38,513,Yes,2,Sadness,6,4,2,3,8,1,1,1,"I feel stressed about the whole situation, as a teacher it has been a lot about adaptability and resilience with online learning and everything changing constantly. I don't fear for myself but I do slightly for my older, more susceptible relatives. I am angry at how the situation has been handled and the false hope that has come with it. I feel like it should all be over at this point, much like other countries and had it be handled effectively with a focus on people rather than money and the economy. ",2.718,220.64,221.87,12,Absolutely fed up with still being stuck inside with nothing to do. It has been dragged out and we should not still be in lockdown. Schools were coping with online learning and could have been left this way with the rest of the economy reopening with minimal people contact.,5.549,151.133,151.517,11,7,6,8,2,1,1,Yes,99,507,52,274,en,en,966,8,0.02,60436dd1c5295231d6dd7d85,APPROVED,2021-03-06 11:56:01.865000,2021-03-06 12:04:41.180000,519.315,23,84,2,99,2021-03-12 13:41:23.072000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave2,-2,-6,0,-3,-5,-2,0,4,-5,2,wellcoping,1347
anonymised_1348,2020-04-06 13:14:39,2020-04-06 13:21:06,386,Yes,4,Relaxation,2,1,2,3,4,2,7,1,I have not watched or read the news today for the first time in around  two weeks so that’s most likely why I’m feeling somewhat relaxed - have not read into how many people have died because of coronavirus today etc. I have not left the house in 15 days today and the members of my household have left a handful of times so I’m not too fearful about getting coronavirus. I miss seeing my friends but I know this is for the greater good. As always I am thinking about how long lockdown will last and what the lasting effects will be.,6.269,220.634,232.545,40,Cannot wait for this to be over and life to return to some sort of normality. For sure has made me think twice about freedom.,6.832,8.598,46.131,2,7,6,8,9,1,2,Yes,107,533,27,125,en,en,2003,8,0.02,5e8b7f9b9b298f0513d5f5fc,APPROVED,2020-04-06 19:14:38.458000,2020-04-06 19:21:08.169000,389.711,20,82,0,100,2020-04-07 10:16:10.581000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave1,2021-03-06 01:30:14,2021-03-06 01:34:43,269,Yes,6,Anxiety,2,1,4,8,6,1,2,2,"I’m a final year university student so I have been doing online learning since March 2020, as a result I don’t feel like I’m getting enough support from my supervisors as I would of Coronavirus wasn’t around. 

I do like lockdown because i’ve got more time to do things but at the same time it feels like i’ve got no excuse to do things because I’m at home all the time. I’m currently experiencing major burn out but I don’t have time to rest.

I do feel sad but i can’t imagine life ever going back to normal and i fear that if we come out of lockdown early April like Boris plans in the UK then we’ll just be back in lockdown again for the summer.",9.763,133.465,144.943,11,Every day feels the same and I don’t even know what day it is today,9.988,9.988,23.273,1,5,4,8,9,1,1,Yes,132,649,15,67,en,en,831,16,0.02,60433d8aca60cc2c99d476fe,APPROVED,2021-03-06 08:30:08.926000,2021-03-06 08:34:45.897000,276.971,21,351,0,100,2021-03-12 13:33:07.901000,45CBCD80,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes,wave2,0,5,1,0,2,-1,-5,2,2,1,resignation,1348
