"","startdate","enddate","duration","worry","chosen_emotion","anger","disgust","fear","anxiety","sadness","happiness","relaxation","desire","text_long","text_short","self_rating_general","self_rating_short","self_rating_long","twitter_general_often","twitter_tweet_often","twitter_participate_often","eng_native"
"904","2020-04-06 11:14:00","2020-04-06 11:19:48","348","7","Sadness","3","3","9","9","9","3","3","4","I feel trapped, lonely and unmotivated. It’s the feeling of not knowing that is driving me insane, not knowing when this will be over is the worst part. Not seeing family or friends that you require to distract yourself and not being able to be productive. It’s not nice at all. I’m scared for the vulnerable people, the elderly, the NHS, essential workers etc. It’s not a nice time at all and if I’m feeling like this at 19, I can’t imagine somebody at 60+ maybe sat alone worrying at home. It’s boring not having anything to do, especially being in a small household with little money it’s never nice to be sat there worrying about your next meal, or when this will all resolve. ","Can’t wait to see all my friends and family, I love you all.","8","2","7","4","3","4","Yes"
"905","2020-04-06 11:11:47","2020-04-06 11:19:56","488","4","Happiness","4","6","6","7","3","6","4","5","I think it is a good time for people to rethink their lives, career choices, and financial situations.  People will be able to relax and spend time with their household.  It is scary but only positive thinking will get us further than we were.  We have to work together against it and follow guidelines.  I don't think people will necessarily think about things the same way as they did pre coronavirus.  People's lives and the way we view things could be drastically changed after this.  People should be focused on their health and wellbeing at this time and be reminded that refocusing on what they want should be first and foremost.","Be productive in this time and be yourself.  Rethink everything and remember what you want.  ","6","3","8","8","7","5","Yes"
"906","2020-04-06 11:11:50","2020-04-06 11:19:58","487","4","Anxiety","3","2","3","3","4","5","6","3","Currently I feel moderately anxious about the situation and the extent to which it has escalated so far. Not knowing how long the pandemic will last and the consequences it will have on the future are my main sources of worry. 

I am not particularly concerned about getting ill, my focus is mostly on the consequences of the pandemic, especially on employment opportunities in the future and the economy. I fear that combined with Brexit, this unprecedented situation will completely topple our economy and it will be difficult to recover. I already had economic worries before COVID-19 and those worries have been exacerbated by the closure of businesses and rising unemployment. The pandemic has struck global markets to an unprecedented level and, without being a member of the EU anymore, a lack of trade could quickly become a serious problem affecting the UK's recovery. ","The current situation is worrying mostly for economic reasons. Brexit and global pandemic are not a good match. I worry our economy will struggle to recover in the aftermath. ","7","6","8","7","2","2","Yes"
"907","2020-04-06 11:02:41","2020-04-06 11:19:58","1037","9","Anxiety","3","2","8","8","7","4","6","1","Right now, having just read the evening news, I feel frustrated and anxious.  Frustrated because nobody seems to have a coherent, or consistent, plan to help the world get through this.   I feel that we are going to have to suffer after effects for a long time.   All of those oldies like me who are being very good and staying in are going to come out of hiding and the virus is going to say .. """"Hey, fresh meat!"""" and we are going to be very vulnerable.   I find myself praying that all those people who, I know, are working frenetically to make a vaccine, or even medication, will come up with something very soon 
I miss  hugging my family, I see my sons, who are doing my shopping for me.   My daughter and daughter in law are in the NHS and my granddaughter is a key worker, and my nieces are nurses.  I am terribly worried for them.  I pray for them.  They are mine     I lost my husband two years ago and I still hurt from that.  The world must be full of people all feeling something similar.  How vulnerable the human race is!   Reading about different countries approaches is a study in itself.   Some leaders inspire confidence and others, particularly one, inspire terror.  
Today is my 24th day self isolating (by order of the family ..I'm 81) and the sun is out and I felt a lift of spirits but then the reality of the situation hits again and it feels surreal and I'm afraid again.","Whole situation is a surreal nightmare.  What time is wake up?","6","5","7","4","2","2","Yes"
"908","2020-04-06 11:16:08","2020-04-06 11:20:31","263","4","Sadness","4","2","3","3","6","3","3","3","A little bummed out about the whole thing. Being stuck inside is boring, especially when the weather is nice. Hopefully it won't be like this for too much longer. On the whole though, i am not so worried about the disease itself, more so all of the precautions that come with it. I can see why it would be very worrying for those people who have family members or others in their household who are thought to be at risk. The Government's response, if a little slow, has been surprisingly good so far so i hope that continues.","Bored out of my mind. Can't wait for this to end","4","4","7","9","1","1","Yes"
"909","2020-04-06 10:59:56","2020-04-06 11:20:36","1239","1","Happiness","1","1","1","1","1","9","9","1","To much doom and gloom on the news. people are showing their true self's in a bad way. don't know who to trust. the rules should be relaxed. the police are taking it to far and should only be catching true criminals. the government are not looking after the peoples money. small business are shutting down and we are going to lose them. Testing should of been done months ago when China had a problem. Protective equipment should of been provided straight away. Lockdown should of been placed where the worst of the pandemic started      ","we were not prepare for the situation and people are showing their true colours ","7","7","7","3","3","3","Yes"
"910","2020-04-06 11:12:53","2020-04-06 11:20:37","464","7","Anger","8","6","7","3","1","4","7","3","I am angry that others are not listening to the government’s advise as they are going outside still and meeting in large groups. I feel slightly anxious that me/my family will get the virus as we still have to go outside to get essential things but that exposes us to the possibility of catching it. I’m stressed also because even though I am at home I am getting a lot more uni work than usual to do, which still has to be handed in by the same deadline. When I don’t have any work to do I am relaxed and happier because I get to spend time interacting my family and FaceTiming family not with me so I still get to keep in touch with them.","So angry at the moment at how ignorant and stupid people can be!!","7","6","5","9","2","3","Yes"
"911","2020-04-06 11:04:39","2020-04-06 11:20:39","959","8","Anxiety","1","1","7","9","8","1","1","1","I feel anxiety and a sense of helplessness and dread. It’s difficult waiting for something awful to happen and not knowing when it will hit. I also feel cut off from others, despite the use of social media to keep in touch. It’s just not the same, and I am worried about security of Zoom etc. 
Still working, I feel fear of being in the office, perhaps with people who have the virus. I resent those who can work safely from home full time and choose to go out more than necessary. I feel huge gratitude to others keeping key services functioning but I find the restrictions on shopping difficult-one way systems in supermarkets are strange and feel awkward, and the shortage of some basics is infuriating. ","There’s a sense of impending doom, and helplessness as you can’t stop it happening but you don’t know when it’s going to hit and how long it’ll last. You hope others are doing their bit, but it’s hard to know, and it seems there is room for interpretation re what’s ‘essential’. ","6","6","6","9","4","4","Yes"
"912","2020-04-06 11:14:49","2020-04-06 11:20:43","354","4","Anxiety","3","3","6","9","7","5","3","2","I find my mood changes very rapidly - at present I am feeling more relief (as my father is just home from hospital after contracting the virus) but anxiety for what the future holds, especially for my own family (including my mother) as this has brought it very close to home. I also feel very tired from the ongoing strain, disturbed sleep from the stress and the monotony of being inside as well as the feeling that this has been going on forever... yet the knowledge that it has only been a few weeks and is likely to continue in a similar way for the rest of this month at least.","This is not simply going to go away by ignoring it. Stay inside, stay safe, even with precautions this can strike when you least expect it. I cannot wait for everything to be over but when lives of those you love are at stake, it's so important to make the temporary sacrifice","9","8","8","9","9","8","Yes"
"913","2020-04-06 11:10:23","2020-04-06 11:20:49","625","9","Anxiety","6","3","9","9","9","1","2","2","Scared for my elderley parents and myself. Self isolating and following strict guidelines. Feel bit more positive than I did last week, watching the governments daily broadcasts makes things more understandable, hopefully staying home is having a big effect to win this battle. So thankfull to all keyworkers especially NHS staff who are putting their lives at risk to help us.....very much appreciated. We all need to do what it takes to save lives and help the NHS.... and maybe it will be over sooner than we thought.","Still very scared, doing my bit to help the country out, owe it all the the fantastic NHS staff","9","9","9","9","4","6","Yes"
"914","2020-04-06 11:11:18","2020-04-06 11:20:51","572","7","Anxiety","3","1","6","8","6","2","1","1","I am bewildered to be honest. Anxious about my parents and loved ones, less worried about myself. Isolation doesn't bother me, a lack of routine coupled with uncertainty does. I'm not convinced that one period of lockdown is going to work, especially when you see a return in China. I don't understand how some people are still not taking it seriously and are still socialising. I worry about the economy and the loss of front line workers. I think this could take decades to come back from and working life and expectations will be different from now on. I miss human touch. ","Still a bit bewildered by all this. Can't understand people not looking after the vulnerable or following advice. We need to pull together while we are apart to get through this. Please follow advice. Please help if you can. ","7","8","6","7","1","1","Yes"
"915","2020-04-06 11:06:01","2020-04-06 11:21:01","900","5","Anxiety","1","1","3","5","2","5","1","2","I am concerned to a certain degree, although I feel this has lessened since last week, and the week before, when I felt much more anxious. This anxiety and worry is generally about the unknown, i.e. how long this will last for and the effect it will have on my finances. I do also feel a little anxiety in catching the virus itself as the supermarkets are busy and its very difficult to keep socially distance.
I do feel this  anxiety has lessened in the recent days due to being proactive with finding alternative business ventures and looking at a more long term view instead of just the next month or so. This has made me feel more hopeful and excited about the future rather than fearful.","Covid 19 is bringing up lots of fear about the unknown. But there is still so much we can control. Lets turn this negative situation into a positive one by focusing on what we want to bring into our lives.","2","1","5","1","1","1","Yes"
"916","2020-04-06 11:10:42","2020-04-06 11:21:07","625","6","Anxiety","3","1","6","7","6","4","4","2","I’m anxious about the future for my grown up kid (in their 20s) and the health of my mother and her partner. I fear that my responses as a key worker will further affect my daughter who has a diagnosed mental health condition.  I am also anxious for friends and relatives who work in the NHS. I am not particularly concerned for myself but for the world in which my children will have to navigate as they look to establish themselves in the workplace. I feel my privilege more than ever being able to continue to work and feed and house my family ","It’s not me who will suffer the most under this pandemic but those who are young and impoverished who will emerge mentally and physically damaged. It is for them I feel sadness and fear","9","9","9","9","7","5","Yes"
"917","2020-04-06 11:12:00","2020-04-06 11:21:15","554","5","Relaxation","4","1","2","4","2","2","5","1","I'm not too worried about myself, more for certain vulnerable people close to me.  I'm trying to minimise our risk but the actions of others around me, especially shopping in supermarkets, makes this very difficult and makes me angry.  People get too close and I worry about their hygiene habits.  Other than in that environment, I'm not too worried about contracting the virus.  But it's frustrating not being able to influence the behaviours of others.  More testing is essential as soon as possible.","Trying to practice good hygiene/etiquette but other people make this such a test.","7","3","7","8","5","5","Yes"
"918","2020-04-06 11:15:33","2020-04-06 11:21:25","352","8","Anxiety","6","8","8","9","9","1","2","2","I'm scared and anxious I don't know the best way to put it into words. We don't know what each day is going to hold. People arnt paying attention to how serious this is and putting others at risk. I feel so nervous thinking about the future how it will it affect jobs. Money travel. Will I survive if I catch covid 19. Why has it happened. Right now my heart is pouncing. Hands are clammy. When I have to leave the house and I see someone I could cry what happens if they have the virus and what if they pass it on to me. I'm also so sad hearing about the other key workers who have to face it all on a daily basis 

","Scared. What's going to happen?? Will life ever be normal again? ","7","8","7","3","2","1","Yes"
"919","2020-04-06 11:14:08","2020-04-06 11:21:31","442","9","Anxiety","1","1","5","8","8","4","3","7","I feel frustrated because a lot of things have been taken away from me, such as my ability to see my friends and family, to go to classes, to take part in exams. As a final year student, this is exacerbated since I won't be able to see some of my classmates indefinitely and the change in assessment style is stressful. It is also frustrating that not everyone is taking the lockdown seriously, which makes it more dangerous for other people and it will prolong restrictions for longer than necessary - it makes the effort that I'm putting into adhering to guidelines feel futile.","The weather is so nice but it's making me miss my friends more.","7","8","8","9","2","1","Yes"
"920","2020-04-06 11:16:36","2020-04-06 11:21:35","299","8","Anxiety","6","5","8","9","7","4","3","4","I am extremely worried for the future prospects in my personal finances and in my employment situation. I'm asking myself lots of questions: Will I still have a job in future? can i enhance my career? I'm very worried about my personal health as well as the health of my partner who works in the care industry and has a heart murmur. My parents are also a point of concern with them being elderly and vulnerable to health issues. Also, the enforced isolation is having a negative impact on my mental health with a feeling of imprisonment. The constant media coverage is exhausting.","Prayers that we get through this and stay safe all","6","4","7","7","5","6","Yes"
"921","2020-04-06 11:16:10","2020-04-06 11:21:44","333","6","Anxiety","7","8","5","8","8","2","5","7","Staying at home has me very lethargic and unmotivated to do anything productive with my time. I very much miss the little things of life like meeting friends and going out which made me happy. I long for this to be over honestly but I know that can only happen with the hard work of our health services and whatnot. However, I am extremely angry at our government's handling of the situation (e.g lack of PPE for frontline staff), I think the lack of preparation was very irresponsible and thus I am a little disgusted by it. Though I feel like this time has brought a big collecive spirit together and I feel like I'm more appreicative of my friends and family.","I am extremely proud of our frontline staff working very hard to face this crisis. However, our governments lack of preparation for this crisis has left me angry and disgusted.","8","4","8","9","2","1","Yes"
"922","2020-04-06 11:16:43","2020-04-06 11:21:46","302","9","Anxiety","2","4","7","7","8","4","5","7","At the moment I feel guilt for enjoying the isolation, I suffer with social anxiety and sadly, this staying inside has allowed me to regain control of my routine and fall back in love with my hobbies, but in the same vein I'm scared for what's to come when it's all over or even before it is, I'm worried about my family members, my job and when the world will be back to normal. 
Currently my place of employment is closed and as it's a small business there is a good chance it will go under as the local authority isn't supporting them as best they can. I honestly have no idea what life will be when this is all over. ","I feel very confused. I'm trying to find the positives in the currently situation but it's difficult. ","9","6","9","8","6","5","Yes"
"923","2020-04-06 11:12:26","2020-04-06 11:21:47","560","6","Anxiety","4","2","6","8","8","1","1","1","I feel right now that the situation cannot be helped, and all we can do is try our best as a community to prevent it from getting worse. I'm encouraged by how people have been coming together and supporting vulnerable people, but disheartened by people who seem to treat this as some sort of holiday and won't stay at home.

On a personal level my employment and income has been effected, and I haven't seen my family in months, which is worrisome. I do not have children so I have no need to worry about them, but I am deeply concerned I may not have a job in 3 months time if things continue, which would be disastrous for me on a personal and professional level.","PLEASE STAY THE **** AT HOME! This is not about you, you can help save the world by simply sitting on your butt and watching Tiger King. ","7","8","9","9","8","7","Yes"
"924","2020-04-06 11:15:54","2020-04-06 11:21:57","363","8","Anxiety","3","4","7","9","5","5","2","2","The whole situation is unnerving and quite scary. The world had completely turned upside down in the matter of weeks/months and there is no certainty about how long it will be until normality returns. It is worrying as its likely and probable that myself and my loved ones will contract coronavirus at some point - it's almost inevitable. Its just hoping that none of us get a very serious, deadly, version of the illness. It is scary that going outside for your daily exercise of for essentials could be the cause of you contracting a serious virus - especially when people are not observing the social distancing rules. Living in London especially, shops are generally small and it is not possible to stay 2m from other people, which puts myself and my family at an increased risk.","Scared at the state of the world and hoping everyone remains safe and healthy","9","7","9","3","3","3","Yes"
"925","2020-04-06 11:11:25","2020-04-06 11:22:22","656","7","Anxiety","3","2","4","7","4","5","5","6","I continue to be surprised at just how wide ranging and severe the impacts of the virus have been, and spend lots of time wondering how it might develop in the future, what changes it may or may not bring about. Mostly I lament that it has interrupted my studies and some of my hobbies. I am not too concerned about the situation itself, but am slightly worried for more vulnerable family members. I have some frustration towards the Chinese practice of operating wildlife markets and the role that has played in the origin of the virus","I am still struggling to come to terms with the impact the virus is having, and cannot shake the thought that it could stand to become even worse. Mostly, I wish I knew how long this situation would last.","6","7","5","9","1","1","Yes"
"926","2020-04-06 11:14:01","2020-04-06 11:22:24","503","8","Sadness","8","6","9","8","8","1","2","6","I am worried about the situation as a vulnerable person and I am very anxious about what could happen it I caught the virus. I am angry with those not taking the virus seriously and are behaving selfishly. I believe this is largely the result of the misconception that this virus will only effect the elderly and vulnerable people. I am disappointed with the government for not taking action sooner and for continuing to have a lenient attitude to lockdown. The public are not taking the measure seriously enough and I feel they will only do so when the governments puts stricter measures in place. It makes me fearful that the actions of others are only going to make the situation worse. This situation is very unsettling for everyone and I think everyone needs to come together at this time and protect each other. ","A small proportion of the public need to stop behaving so selfishly. They believe that the rules do not apply to them and will only start to take this seriously when they have everything taken away from them","9","8","9","9","3","3","Yes"
"927","2020-04-06 11:15:28","2020-04-06 11:22:33","424","6","Anxiety","4","3","5","6","4","4","5","4","some days I wake up positive but some days I don't want to get up as there's not much to look forward to in these current times. At this moment I feel tired and dejected, probably as a result of not sleeping very well. It is taking me longer to get to sleep at night at the moment. As a result I am very tired in the mornings. The one thing that is extremely good for my wellbeing is getting out to do a run daily...or most days. I am hoping that this will be able to continue and won't also be taken from us.","feeling tired today but trying hard to remain upbeat!","5","6","5","7","3","2","Yes"
"928","2020-04-06 11:14:33","2020-04-06 11:22:42","489","7","Anxiety","6","4","6","7","6","3","3","1","Mixed emotions as angry at people being idiots. Disappointed with government for not getting PPE sorted, I say disappointment as it’s the Torys so we all know who much they love cutting public services, so it’s no surprise we are in a mess.  Upset for all victims.  Anxiety about leaving the house to shop as no idea if you will be able to get what you need.
Huge anger towards bosses of big companies that furlough staff and then come begging for state handouts (Philip Green!).
Sad about social media as too many bullies on there","Be kind to people","7","3","8","7","3","2","Yes"
"929","2020-04-06 11:15:19","2020-04-06 11:22:51","452","5","Anger","6","7","4","5","7","1","3","1","Its frustrating that people are continuing to go out despite warnings and risks. I'm nervous that I and people I care about will catch it if people continue to ignore warnings and go out. People that continue to go out when completely unnecessary represent the worst of our society in my opinion and further restrictions should be put in place to deter these people and punish them when or if they breach the rules.  Its a very serious situation and people aren't taking it seriously, especially America that has a huge population that aren't receiving treatment quickly enough. Governments need to do more to protect and care for its citizens.","Stay the hell inside.","4","3","6","7","2","1","Yes"
"930","2020-04-06 11:05:36","2020-04-06 11:22:53","1036","6","Desire","3","1","5","8","4","3","6","7","Going stir crazy. Not getting anything done, as it always seems like may as well do it tomorrow, as tomorrow is pretty much the same as today.
Somewhat concerned for my own heath, and particularly concerned for friends and relatives who are ore vulnerable. E.g. my 95 year-old dad, who believes that covid-19 would be a death sentence. 
Worried about how this will ever end, no exit strategy seems like a good one - lockdown can't go on for ever, but any relaxation of the rules will put people like my dad t extreme risk. ","How will we ever get out of this #lockdown? #coronavirus","7","6","8","7","2","2","Yes"
"931","2020-04-06 11:16:02","2020-04-06 11:23:18","435","3","Anxiety","2","3","4","5","2","3","6","1","Not very concerned about the situation. But still anxious about everything concerning it. Worried about catching it and nervous about how little was initially done about the virus to start with. Nervous about having to keep going out and getting shopping or go to get medication etc. And a little angry about how lackadaisical others have been about it.  The government was especially bad with the start of the outbreak, especially with it travelling across the world to get to the UK and having time to prepare and have prior knowledge of those already infected and still being slow to react to it is disappointing. ","The government was slow to react as always. People are lackadaisical as always. Little has been done, but much is expected of people and those who are often thought little of in everyday life.  ","7","4","6","3","1","1","Yes"
"932","2020-04-06 11:11:54","2020-04-06 11:23:26","692","6","Anxiety","4","4","6","8","7","5","5","5","I am quite shut off from it so not too worried about the immediate concerns. However feel worried about my plans for the future because of it e.g. graduating. And i feel quite saddened with so many people dying without loved ones near, but feel proud and hopeful as to how people have dealt with this and how it is bringing people together. Feel scared and angry about the nhs not having enough ppe and lack of testing, am worried of how this may affect healthcare. And am feeling anxious and a bit lonely missing seeing my friends, being social and going to do activities with others or just being able to get out of the house more. Also feel lucky and grateful that i am in a good situation, as i am healthy and live in the country with my family where i have lots of access to the outdoors and fresh air unlike others and i have also not been affected income wise.","Proud to see everyone working together, hopeful as to how this can affect our future. Saddened by the lives lost and grateful for frontline workers.","8","7","8","9","3","1","Yes"
"933","2020-04-06 11:18:31","2020-04-06 11:23:26","295","3","Anxiety","2","3","4","5","3","7","8","6","I am pleased that people have stopped panic buying but all this stuff going on with the US stealing masks destined from other countries isn’t constructive at all. I am still relatively relaxed about the situation, but I have switched to online shopping but still try to get out when I need something essential but I just go into the garden for some exercise. I think the peak should come soon, and I, like many others, will most definitely be looking into holidays and trips for afterwards. When it does all finish, I hope people will support local business as much as possible.","The peak is near and I just wish people would stay in unless they have to go out, so we can all work together and get this over and done with.","7","8","7","9","8","8","Yes"
"934","2020-04-06 11:07:21","2020-04-06 11:23:38","976","7","Fear","5","4","7","6","6","5","6","5","I'm worried about my parents, who are in their mid-to-late 70s. I'm due to graduate in a health-related field and take up a job in a hospital, so I'm concerned about the coronavirus making my experience as a new employee more stressful. I miss my partner, who lives in a different city, since we can't travel to see each other at the moment. Due to social distancing and the loss of my usual outside hobbies I feel quite disconnected from the passage of time. I feel unsettled by the lack of a clear end to this situation.","I feel as though the government is handling coronavirus poorly, and many people aren't taking it seriously enough.","7","4","7","4","3","3","Yes"
"935","2020-04-06 11:14:44","2020-04-06 11:23:49","544","7","Sadness","6","3","7","6","8","1","4","2","I feel quite worried because my mum would be considered falling under the category of at risk. I myself would too as I have asthma however, I am more concerned for her than myself. I therefore will be working from home for at least twelve weeks regardless of lockdown rules which I do not mind so much but as someone that struggles with mental health issues and lives in a small flat, I am concerned that in perhaps a months time my mood will decline significantly. The sense of community I have seen online and on the news is encouraging and welcoming however, and gives me slightly more hope in a more loving, caring society after the severity of this situation calms down.","The current situation is one that is worrying mainly because it exposes the biological frailty of human beings and worrying ethically because it tests the foundations of society. It is an extremely sad event in human history and one which I hope at least, teaches humanity lessons","3","2","5","9","6","7","Yes"
"936","2020-04-06 11:15:10","2020-04-06 11:23:52","521","8","Anxiety","6","6","7","8","9","4","4","4","Today I feel very sad because I miss loved ones, especially my partner, my mum and sisters etc.  We are shielding due to my son's serious heart condition.  My partner moved out to continue to work and bring supplies. I feel anxious about the number of people dying.  I am struggling to juggle my work from home, look after the kids and tidy the house etc.  I feel overwhelmed.   I'm tired because I can't sleep.  I'm finding it hard to concentrate.  I've been tearful all day.  I'm lucky we have a garden so can get fresh air but today it all feels too much.","Feeling very sad and anxious about the Cocid19 situation today. ","6","6","8","9","9","9","Yes"
"937","2020-04-06 11:18:56","2020-04-06 11:24:24","328","6","Anxiety","6","6","6","7","7","1","4","1","I feel more anxious since Boris has been hospitalised. I feel like this situation could have been avoided if stricter practices were adhered to in China. It feels like authorities knew that this could and would happen but for some reason we didn’t prevent it happening. I understand that this was a difficult situation to handle but I am now fearful that this could easily happen again in the future and have we learnt if changed anything? Will the country recover from this? A lot of questions to be answered but only the future will tell us the answers.","So easily avoided. Such terrible loss of life. Stay at home and stop the spread.","7","5","9","3","1","1","Yes"
"938","2020-04-06 11:13:29","2020-04-06 11:24:33","663","6","Anxiety","1","1","6","7","5","4","5","2","I am feeling anxious about what will happen next and am worried about what sort of world we are going to be in once this is all over.
On a personal level I am  currently not able to work and do not qualify for any of the help available so am  worried about how long this will last because it will have financial implications.
I have felt quite relaxed over the last few weeks because it felt like I was on holiday but the reality is now sinking in and concerns are growing about how long this will go on .","Feeling scared and anxious about the future","5","3","7","8","1","1","Yes"
"939","2020-04-06 11:17:36","2020-04-06 11:24:36","419","6","Anxiety","7","7","7","8","8","4","2","2","I feel very anxious, not being able to do anything with my 2 children makes it that much worse. I feel stressed and I wish people would follow the guidelines, it is very frustrating. I am glad that none of my family have caught the virus so far but it is so scary that they could still possibly get it having to do daily things like walking their dogs, shopping for essentials etc. Although I am really angered and upset that I cannot visit any of my family due to the pandemic. It is very isolating and lonely having to stay in. I hope that this will end soon so we can go back to enjoying the world around us. ","Coronavirus = life ruining, life changing, upsetting, angering, annoying, depressing, anxiety inducing. ","8","7","8","1","1","1","Yes"
"940","2020-04-06 11:18:14","2020-04-06 11:24:46","392","7","Anxiety","2","1","4","7","5","3","1","1","I am feeling quite anxious about the whole situation. Fortunately I am in a good position, but I know there are a lot of people out there who are struggling either with the virus or knock on effects of it. I feel anxious as I don’t know when it is going to end, and helpless as I feel I can’t help much in these uncertain times. They are unprecedented times, and no one really 100% know what’s going to happen in the long run. I hate that there is so much unnecessary death going on right now.. but I also feel very grateful we have the wonderful NHS and all key workers onboard to battle this virus as best we can do as a nation. ","I wish covid 19 would leave us alone an let us live in freedom again. I am scared for the health of others and the economy at this scary time. ","8","8","9","9","7","7","Yes"
"941","2020-04-06 11:17:12","2020-04-06 11:24:46","454","5","Anxiety","4","2","4","8","1","5","7","4","This situation could of easily been prevented by a rapid response by governments and if people respected social distancing rules. Not only that but the response of the US is extremely bad and proves that their current healthcare system is bad, as people cannot afford to get tested or be in treatment. There could be a lot more victims in the US than we think there may be. I also feel that China is covering up the amount of victims which is troubling. If this continues to escalate I do not think that healthcare systems across the world will be able to cope. ","The way that governments are handling the coronavirus is terrible and shows that they are incompetent. I also cannot believe that people are not following the advice from WHO and are acting as if nothing is happening.","6","7","3","1","1","1","Yes"
"942","2020-04-06 11:19:25","2020-04-06 11:24:59","333","4","Relaxation","2","4","4","4","6","8","9","6","As I am a student, Corona has given me an opportunity to take a much needed break from school, and spend more time with family. it has also allowed me to change my lifestyle for the better (more time to exercise, eat healthy, keep up routines etc). However, I feel bad for those who are affected, whether by the virus, or just feeling lonely. I also understand the impacts it is having on the economy on a global scale. None of my immediate family have been severely impacted by the virus, so I probably do not feel as scared or worried as other people.","Hoping that you and your families are well, and are taking this time to relax xx","7","4","8","9","1","1","Yes"
"943","2020-04-06 11:06:42","2020-04-06 11:25:13","1110","5","Anxiety","1","1","1","3","2","4","3","2","On a personal level, even though my job seems to be secure for now I feel general anxiety. I can work from home but the whole company needs some time to get used to this new situation. Hearing about how others are trying to cope and talking about it makes things easier.

I have mixed feelings about the global situation. Eventually, we will get through this, but it seems like some governments are only concerned about bailing out companies from this and leaving individuals in a dire situation. The economy will be fine, eventually, but people, families might not be. And that makes me anxious.","Social distancing is important, please stay at home, but it is the right time that we come closer to each other. I'm hoping that we will get through this together. ","3","3","5","9","4","3","No"
"944","2020-04-06 11:17:21","2020-04-06 11:25:31","489","7","Anxiety","6","6","5","8","2","3","2","1","i am very anxious about the corona virus situation and very frustrated when i see so many people disregarding advice out congretating and enjoying the sunshine. i feel angry that people are acting this way when others like myself are following the guidelines. Their irresponsible behaviour will affect us all and make the situation worse and last for much longer than is necessary. I am very worried anout my elderly relatives and keeping them safe will get harder as the situation lasts longer than it should. i think my country should be on total lockdown for longer for quanartine situation to be effective.","#angryattheignorant","8","8","9","6","1","1","Yes"
"945","2020-04-06 11:15:40","2020-04-06 11:25:44","604","7","Sadness","7","6","7","8","8","4","3","5","I live in the UK, and it angers and upsets me that some people are still not listening to the rules of the lockdown, because key workers and people that work for the nhs are literally risking their lives to help save as many lives possible. I miss my friends and my grandparents who I haven’t seen since the Christmas period. My exams at University have been cancelled and there’s still an uncertainty of how my work is going to be graded as a lot of my work is purely based on coursework (fine art degree). I’m worried about my friends and family who are key workers and my grandparents who are over 70 and have health conditions. I hope scientists and doctors find a treatment soon and have the facilities to mass produce the vaccine as soon as possible.","Covid-19 has taken so many lives and will continue taking more if people keep ignoring the government’s guidelines. stay the fuck inside if you aren’t a key worker so we can get back to normal life. let’s work together for once.","4","8","9","9","2","2","Yes"
"946","2020-04-06 11:07:23","2020-04-06 11:25:45","1102","7","Fear","4","3","8","7","7","3","2","2","I think, as mentioned before, fear is the only feeling I can think of that represents my current mood. Fear about the uncertainty of the virus, fear about getting the virus and not being able to be treated to the extent that I would need/want to as other thousands of people will be needing help at the same time, fear of losing any loved one. As person I always like to plan things in my life and at this moment I feel like im incapable of making any plan about how to move forward from this. All these thoughts and feeling as running in my head constantly every singe day. Unfortunately being from another EU country that has taken humungous measures and hearing daily about the possitive impact that these rule have on my country, I feel betrayed by the UK how is supposed to be a better country, with more resources and better healthcare, as in my opinion government does not do enough in order to protect its people.","Coronavirus is a serious issue that I believe UK people do not take it serious enough. Watch the world news, read articles get educated on this pandemic. The quicker people will understand the importance of having strick measures the quicker this will be over with much few deaths","7","6","8","3","2","2","No but I speak it fluently"
"947","2020-04-06 11:15:44","2020-04-06 11:25:50","605","8","Anxiety","6","6","7","8","6","3","3","1","I am extremely anxious that me and my family do not get it, as a mother, I worry for the kids, as an asthmatic I worry about myself. I the majority of people are being fairly good, but I am angry at the people who didn't take it seriously early enough, including the government, and at the people who think they are the exceptions to the lockdown rules who put us all at risk. I am sad about how many people have died and suffered horribly, and those who are yet to go through this. I am worried that when lockdown is lifted people will just go back to how they were and now learn the lessons.","People need to realise how self absorbed and greedy we have all become. Be grateful for what you have however little, and make do with that. If you arent literally starving, why are you going out? ","6","3","7","6","3","3","Yes"
"948","2020-04-06 11:19:53","2020-04-06 11:25:51","358","8","Anxiety","5","1","7","8","6","3","4","2","I'm feeling very anxious about the number of deaths and my perceived inability to prevent myself catching Coronavirus. I am staying at home with my family, have kept deliveries to food and essentials and have only left the house to deliver food to my parents and my mother-in-law, who are both on the extremely vulnerable list. 

I have been very angry in recent days at people who have been ignoring the social distancing rules - specifically my neighbour who had a small gathering (of at least three different households) in her garden at the weekend. It makes me very sad that some people have such disregard for others' health and safety.","Don't be a dick; stay at home. Stay safe.","6","4","7","9","5","3","Yes"
"949","2020-04-06 11:17:45","2020-04-06 11:26:01","495","3","Relaxation","1","1","2","2","2","8","8","6","I am relaxed about the situation as it’s not as big a problem in our area as it is in the cities. I am a little anxious about my place of business as I work for a small family run company. I am enjoying the extra family time as we would not normally have as much time together due to work, school and nursery. I am a little worried about my parents contracting the virus as my father has asthma and COPD. I am a little angry at the people who are not listening to the guidelines and doing as they please.","Bit fed up with all the idiots doing as they please at the mo!😡","8","8","7","2","2","3","Yes"
